1    1744  6.9640718562874255  1744  6.9640718562874255
113  addition  1  0.005988023952095809  1  0.005988023952095809
114  additional  1  0.005988023952095809  1  0.005988023952095809
115  addtosel  1  0.005988023952095809  1  0.005988023952095809
116  admin  3  0.013972055888223553  3  0.013972055888223553
117  after  1  0.005988023952095809  1  0.005988023952095809
118  ages  1  0.005988023952095809  1  0.005988023952095809
119  ago  1  0.005988023952095809  1  0.005988023952095809
120  all  6  0.02594810379241517  6  0.02594810379241517
121  also  4  0.017964071856287425  4  0.017964071856287425
122  always  1  0.005988023952095809  1  0.005988023952095809
123  an  1  0.005988023952095809  1  0.005988023952095809
124  and  11  0.04590818363273453  11  0.04590818363273453
125  any  1  0.005988023952095809  1  0.005988023952095809
126  anywhere  1  0.005988023952095809  1  0.005988023952095809
127  apparent  1  0.005988023952095809  1  0.005988023952095809
128  appear  1  0.005988023952095809  1  0.005988023952095809
129  appearance  1  0.005988023952095809  1  0.005988023952095809
130  are  2  0.00998003992015968  2  0.00998003992015968
131  args  5  0.021956087824351298  5  0.021956087824351298
132  arm  1  0.005988023952095809  1  0.005988023952095809
133  around  1  0.005988023952095809  1  0.005988023952095809
134  array  1  0.005988023952095809  1  0.005988023952095809
135  as  9  0.03792415169660679  9  0.03792415169660679
136  ascii  1  0.005988023952095809  1  0.005988023952095809
137  at  1  0.005988023952095809  1  0.005988023952095809
138  attributes  1  0.005988023952095809  1  0.005988023952095809
139  background  4  0.017964071856287425  4  0.017964071856287425
140  bar  1  0.005988023952095809  1  0.005988023952095809
141  be  7  0.029940119760479042  7  0.029940119760479042
142  because  1  0.005988023952095809  1  0.005988023952095809
143  been  3  0.013972055888223553  3  0.013972055888223553
144  before  2  0.00998003992015968  2  0.00998003992015968
145  best  1  0.005988023952095809  1  0.005988023952095809
146  better  1  0.005988023952095809  1  0.005988023952095809
147  binding  1  0.005988023952095809  1  0.005988023952095809
148  black  2  0.00998003992015968  2  0.00998003992015968
149  body  3  0.013972055888223553  3  0.013972055888223553
150  borders  1  0.005988023952095809  1  0.005988023952095809
151  bottom  2  0.00998003992015968  2  0.00998003992015968
152  bound  1  0.005988023952095809  1  0.005988023952095809
153  box  1  0.005988023952095809  1  0.005988023952095809
154  briefly  1  0.005988023952095809  1  0.005988023952095809
155  brighter  1  0.005988023952095809  1  0.005988023952095809
156  bulk  1  0.005988023952095809  1  0.005988023952095809
157  bunch  1  0.005988023952095809  1  0.005988023952095809
158  busy  3  0.013972055888223553  3  0.013972055888223553
159  busyCursor  1  0.005988023952095809  1  0.005988023952095809
160  busyCursorHack  3  0.013972055888223553  3  0.013972055888223553
161  busyCursorInner  2  0.00998003992015968  2  0.00998003992015968
162  busyIcon  1  0.005988023952095809  1  0.005988023952095809
163  but  6  0.02594810379241517  6  0.02594810379241517
164  by  11  0.04590818363273453  11  0.04590818363273453
165  c  2  0.00998003992015968  2  0.00998003992015968
166  can  3  0.013972055888223553  3  0.013972055888223553
167  certainly  1  0.005988023952095809  1  0.005988023952095809
168  chance  2  0.00998003992015968  2  0.00998003992015968
169  changed  1  0.005988023952095809  1  0.005988023952095809
170  changes  2  0.00998003992015968  2  0.00998003992015968
171  charset  1  0.005988023952095809  1  0.005988023952095809
172  clumsy  1  0.005988023952095809  1  0.005988023952095809
173  cmd  3  0.013972055888223553  3  0.013972055888223553
174  coe  1  0.005988023952095809  1  0.005988023952095809
175  colorization  1  0.005988023952095809  1  0.005988023952095809
176  colour  1  0.005988023952095809  1  0.005988023952095809
177  colouring  1  0.005988023952095809  1  0.005988023952095809
178  column  1  0.005988023952095809  1  0.005988023952095809
179  columns  1  0.005988023952095809  1  0.005988023952095809
180  com  16  0.0658682634730539  16  0.0658682634730539
181  command  1  0.005988023952095809  1  0.005988023952095809
182  constant  1  0.005988023952095809  1  0.005988023952095809
183  contained  1  0.005988023952095809  1  0.005988023952095809
184  contains  1  0.005988023952095809  1  0.005988023952095809
185  corp  4  0.017964071856287425  4  0.017964071856287425
186  cosmetic  1  0.005988023952095809  1  0.005988023952095809
187  could  2  0.00998003992015968  2  0.00998003992015968
188  counts  1  0.005988023952095809  1  0.005988023952095809
189  created  1  0.005988023952095809  1  0.005988023952095809
190  cs  2  0.00998003992015968  2  0.00998003992015968
191  cur  2  0.00998003992015968  2  0.00998003992015968
192  current  2  0.00998003992015968  2  0.00998003992015968
193  cursor  2  0.00998003992015968  2  0.00998003992015968
194  cursorAll  1  0.005988023952095809  1  0.005988023952095809
195  cwg  2  0.00998003992015968  2  0.00998003992015968
196  d  1  0.005988023952095809  1  0.005988023952095809
197  dated  1  0.005988023952095809  1  0.005988023952095809
198  decorations  1  0.005988023952095809  1  0.005988023952095809
199  deepeddy  3  0.013972055888223553  3  0.013972055888223553
200  default  1  0.005988023952095809  1  0.005988023952095809
201  defined  2  0.00998003992015968  2  0.00998003992015968
202  delta  3  0.013972055888223553  3  0.013972055888223553
203  detached  1  0.005988023952095809  1  0.005988023952095809
204  developers  1  0.005988023952095809  1  0.005988023952095809
205  did  1  0.005988023952095809  1  0.005988023952095809
206  didn  3  0.013972055888223553  3  0.013972055888223553
207  difference  1  0.005988023952095809  1  0.005988023952095809
208  discussed  1  0.005988023952095809  1  0.005988023952095809
209  display  3  0.013972055888223553  3  0.013972055888223553
210  do  1  0.005988023952095809  1  0.005988023952095809
211  does  2  0.00998003992015968  2  0.00998003992015968
212  doesn  1  0.005988023952095809  1  0.005988023952095809
213  dogma  1  0.005988023952095809  1  0.005988023952095809
214  done  1  0.005988023952095809  1  0.005988023952095809
215  down  1  0.005988023952095809  1  0.005988023952095809
216  drop  1  0.005988023952095809  1  0.005988023952095809
217  easy  1  0.005988023952095809  1  0.005988023952095809
218  element  1  0.005988023952095809  1  0.005988023952095809
219  else  1  0.005988023952095809  1  0.005988023952095809
220  entering  1  0.005988023952095809  1  0.005988023952095809
221  entry  2  0.00998003992015968  2  0.00998003992015968
222  error  1  0.005988023952095809  1  0.005988023952095809
223  etc  2  0.00998003992015968  2  0.00998003992015968
224  eval  3  0.013972055888223553  3  0.013972055888223553
225  event  1  0.005988023952095809  1  0.005988023952095809
226  ever  2  0.00998003992015968  2  0.00998003992015968
227  everywhere  1  0.005988023952095809  1  0.005988023952095809
228  exec  1  0.005988023952095809  1  0.005988023952095809
229  executing  2  0.00998003992015968  2  0.00998003992015968
230  exist  2  0.00998003992015968  2  0.00998003992015968
231  exmh  28  0.11377245508982035  28  0.11377245508982035
232  expr  1  0.005988023952095809  1  0.005988023952095809
233  expression  1  0.005988023952095809  1  0.005988023952095809
234  fall  1  0.005988023952095809  1  0.005988023952095809
235  fetchmail  1  0.005988023952095809  1  0.005988023952095809
236  find  1  0.005988023952095809  1  0.005988023952095809
237  first  1  0.005988023952095809  1  0.005988023952095809
238  fit  1  0.005988023952095809  1  0.005988023952095809
239  fits  1  0.005988023952095809  1  0.005988023952095809
240  flist  2  0.00998003992015968  2  0.00998003992015968
241  folder  10  0.041916167664670656  10  0.041916167664670656
242  folders  1  0.005988023952095809  1  0.005988023952095809
243  follows  1  0.005988023952095809  1  0.005988023952095809
244  fonts  1  0.005988023952095809  1  0.005988023952095809
245  for  11  0.04590818363273453  11  0.04590818363273453
246  forgotten  1  0.005988023952095809  1  0.005988023952095809
247  fraction  1  0.005988023952095809  1  0.005988023952095809
248  from  35  0.14171656686626746  35  0.14171656686626746
249  ftoc  2  0.00998003992015968  2  0.00998003992015968
250  full  1  0.005988023952095809  1  0.005988023952095809
251  function  1  0.005988023952095809  1  0.005988023952095809
252  g  6  0.02594810379241517  6  0.02594810379241517
253  get  2  0.00998003992015968  2  0.00998003992015968
254  gives  1  0.005988023952095809  1  0.005988023952095809
255  had  2  0.00998003992015968  2  0.00998003992015968
256  half  1  0.005988023952095809  1  0.005988023952095809
257  handle  1  0.005988023952095809  1  0.005988023952095809
258  happens  1  0.005988023952095809  1  0.005988023952095809
259  has  1  0.005988023952095809  1  0.005988023952095809
260  have  6  0.02594810379241517  6  0.02594810379241517
261  haven  1  0.005988023952095809  1  0.005988023952095809
262  having  3  0.013972055888223553  3  0.013972055888223553
263  help  1  0.005988023952095809  1  0.005988023952095809
264  helps  1  0.005988023952095809  1  0.005988023952095809
265  hit  2  0.00998003992015968  2  0.00998003992015968
266  hoping  1  0.005988023952095809  1  0.005988023952095809
267  https  4  0.017964071856287425  4  0.017964071856287425
268  icon  1  0.005988023952095809  1  0.005988023952095809
269  icondown  1  0.005988023952095809  1  0.005988023952095809
270  iconspool  1  0.005988023952095809  1  0.005988023952095809
271  id  10  0.041916167664670656  10  0.041916167664670656
272  ids  1  0.005988023952095809  1  0.005988023952095809
273  if  6  0.02594810379241517  6  0.02594810379241517
274  in  15  0.06187624750499002  15  0.06187624750499002
275  inbox  3  0.013972055888223553  3  0.013972055888223553
276  instead  1  0.005988023952095809  1  0.005988023952095809
277  int  6  0.02594810379241517  6  0.02594810379241517
278  interface  1  0.005988023952095809  1  0.005988023952095809
279  into  1  0.005988023952095809  1  0.005988023952095809
280  invoke  2  0.00998003992015968  2  0.00998003992015968
281  invoked  25  0.10179640718562874  25  0.10179640718562874
282  is  14  0.05788423153692615  14  0.05788423153692615
283  isn  1  0.005988023952095809  1  0.005988023952095809
284  it  7  0.029940119760479042  7  0.029940119760479042
285  jm  3  0.013972055888223553  3  0.013972055888223553
286  jmason  1  0.005988023952095809  1  0.005988023952095809
287  just  5  0.021956087824351298  5  0.021956087824351298
288  keep  1  0.005988023952095809  1  0.005988023952095809
289  key  1  0.005988023952095809  1  0.005988023952095809
290  know  1  0.005988023952095809  1  0.005988023952095809
291  kre  2  0.00998003992015968  2  0.00998003992015968
292  labeldown  1  0.005988023952095809  1  0.005988023952095809
293  labelup  1  0.005988023952095809  1  0.005988023952095809
294  labs  1  0.005988023952095809  1  0.005988023952095809
295  last  1  0.005988023952095809  1  0.005988023952095809
296  latest  1  0.005988023952095809  1  0.005988023952095809
297  lengthen  1  0.005988023952095809  1  0.005988023952095809
298  less  1  0.005988023952095809  1  0.005988023952095809
299  like  2  0.00998003992015968  2  0.00998003992015968
300  line  23  0.09381237524950099  23  0.09381237524950099
301  list  11  0.04590818363273453  11  0.04590818363273453
302  listinfo  3  0.013972055888223553  3  0.013972055888223553
303  listman  12  0.0499001996007984  12  0.0499001996007984
304  little  1  0.005988023952095809  1  0.005988023952095809
305  localdomain  1  0.005988023952095809  1  0.005988023952095809
306  localhost  9  0.03792415169660679  9  0.03792415169660679
307  long  1  0.005988023952095809  1  0.005988023952095809
308  m  4  0.017964071856287425  4  0.017964071856287425
309  made  2  0.00998003992015968  2  0.00998003992015968
310  mail  3  0.013972055888223553  3  0.013972055888223553
311  mailing  1  0.005988023952095809  1  0.005988023952095809
312  mailman  4  0.017964071856287425  4  0.017964071856287425
313  mailto  4  0.017964071856287425  4  0.017964071856287425
314  main  1  0.005988023952095809  1  0.005988023952095809
315  make  1  0.005988023952095809  1  0.005988023952095809
316  making  1  0.005988023952095809  1  0.005988023952095809
317  manageable  1  0.005988023952095809  1  0.005988023952095809
318  many  1  0.005988023952095809  1  0.005988023952095809
319  mark  1  0.005988023952095809  1  0.005988023952095809
320  maxlineno  1  0.005988023952095809  1  0.005988023952095809
321  maxmsgid  1  0.005988023952095809  1  0.005988023952095809
322  maybe  1  0.005988023952095809  1  0.005988023952095809
323  me  3  0.013972055888223553  3  0.013972055888223553
324  menu  4  0.017964071856287425  4  0.017964071856287425
325  mercury  1  0.005988023952095809  1  0.005988023952095809
326  message  8  0.033932135728542916  8  0.033932135728542916
327  messages  2  0.00998003992015968  2  0.00998003992015968
328  mhProfile  1  0.005988023952095809  1  0.005988023952095809
329  minlineno  2  0.00998003992015968  2  0.00998003992015968
330  minmsgid  2  0.00998003992015968  2  0.00998003992015968
331  more  5  0.021956087824351298  5  0.021956087824351298
332  msg  2  0.00998003992015968  2  0.00998003992015968
333  msgShowProc  2  0.00998003992015968  2  0.00998003992015968
334  msgid  4  0.017964071856287425  4  0.017964071856287425
335  msgids  1  0.005988023952095809  1  0.005988023952095809
336  msgs  1  0.005988023952095809  1  0.005988023952095809
337  mu  2  0.00998003992015968  2  0.00998003992015968
338  munnari  3  0.013972055888223553  3  0.013972055888223553
339  mx  7  0.029940119760479042  7  0.029940119760479042
340  my  4  0.017964071856287425  4  0.017964071856287425
341  name  3  0.013972055888223553  3  0.013972055888223553
342  narrow  1  0.005988023952095809  1  0.005988023952095809
343  needs  1  0.005988023952095809  1  0.005988023952095809
344  netnoteinc  2  0.00998003992015968  2  0.00998003992015968
345  never  1  0.005988023952095809  1  0.005988023952095809
346  new  4  0.017964071856287425  4  0.017964071856287425
347  next  1  0.005988023952095809  1  0.005988023952095809
348  nice  2  0.00998003992015968  2  0.00998003992015968
349  no  6  0.02594810379241517  6  0.02594810379241517
350  not  5  0.021956087824351298  5  0.021956087824351298
351  notice  1  0.005988023952095809  1  0.005988023952095809
352  now  5  0.021956087824351298  5  0.021956087824351298
353  number  1  0.005988023952095809  1  0.005988023952095809
354  obviously  1  0.005988023952095809  1  0.005988023952095809
355  occor  1  0.005988023952095809  1  0.005988023952095809
356  occur  2  0.00998003992015968  2  0.00998003992015968
357  of  7  0.029940119760479042  7  0.029940119760479042
358  off  1  0.005988023952095809  1  0.005988023952095809
359  often  1  0.005988023952095809  1  0.005988023952095809
360  on  5  0.021956087824351298  5  0.021956087824351298
361  once  2  0.00998003992015968  2  0.00998003992015968
362  one  7  0.029940119760479042  7  0.029940119760479042
363  ones  1  0.005988023952095809  1  0.005988023952095809
364  only  6  0.02594810379241517  6  0.02594810379241517
365  or  5  0.021956087824351298  5  0.021956087824351298
366  ordered  1  0.005988023952095809  1  0.005988023952095809
367  org  24  0.09780439121756487  24  0.09780439121756487
368  other  3  0.013972055888223553  3  0.013972055888223553
369  out  1  0.005988023952095809  1  0.005988023952095809
370  outstanding  1  0.005988023952095809  1  0.005988023952095809
371  packed  1  0.005988023952095809  1  0.005988023952095809
372  particular  1  0.005988023952095809  1  0.005988023952095809
373  people  1  0.005988023952095809  1  0.005988023952095809
374  phobos  2  0.00998003992015968  2  0.00998003992015968
375  pick  11  0.04590818363273453  11  0.04590818363273453
376  plain  1  0.005988023952095809  1  0.005988023952095809
377  prefer  1  0.005988023952095809  1  0.005988023952095809
378  preference  2  0.00998003992015968  2  0.00998003992015968
379  previously  1  0.005988023952095809  1  0.005988023952095809
380  private  1  0.005988023952095809  1  0.005988023952095809
381  probably  1  0.005988023952095809  1  0.005988023952095809
382  procedure  18  0.07385229540918163  18  0.07385229540918163
383  processing  1  0.005988023952095809  1  0.005988023952095809
384  productive  1  0.005988023952095809  1  0.005988023952095809
385  psu  3  0.013972055888223553  3  0.013972055888223553
386  purely  1  0.005988023952095809  1  0.005988023952095809
387  quite  1  0.005988023952095809  1  0.005988023952095809
388  range  1  0.005988023952095809  1  0.005988023952095809
389  ratree  2  0.00998003992015968  2  0.00998003992015968
390  read  2  0.00998003992015968  2  0.00998003992015968
391  redhat  11  0.04590818363273453  11  0.04590818363273453
392  related  1  0.005988023952095809  1  0.005988023952095809
393  remain  1  0.005988023952095809  1  0.005988023952095809
394  remaining  1  0.005988023952095809  1  0.005988023952095809
395  remains  1  0.005988023952095809  1  0.005988023952095809
396  remember  1  0.005988023952095809  1  0.005988023952095809
397  replace  1  0.005988023952095809  1  0.005988023952095809
398  request  3  0.013972055888223553  3  0.013972055888223553
399  root  2  0.00998003992015968  2  0.00998003992015968
400  running  1  0.005988023952095809  1  0.005988023952095809
401  s  2  0.00998003992015968  2  0.00998003992015968
402  saying  1  0.005988023952095809  1  0.005988023952095809
403  screen  1  0.005988023952095809  1  0.005988023952095809
404  script  1  0.005988023952095809  1  0.005988023952095809
405  see  1  0.005988023952095809  1  0.005988023952095809
406  seem  1  0.005988023952095809  1  0.005988023952095809
407  sequence  7  0.029940119760479042  7  0.029940119760479042
408  sequences  11  0.04590818363273453  11  0.04590818363273453
409  should  1  0.005988023952095809  1  0.005988023952095809
410  show  6  0.02594810379241517  6  0.02594810379241517
411  shown  1  0.005988023952095809  1  0.005988023952095809
412  similar  1  0.005988023952095809  1  0.005988023952095809
413  since  2  0.00998003992015968  2  0.00998003992015968
414  single  2  0.00998003992015968  2  0.00998003992015968
415  size  1  0.005988023952095809  1  0.005988023952095809
416  slashnull  1  0.005988023952095809  1  0.005988023952095809
417  small  2  0.00998003992015968  2  0.00998003992015968
418  so  2  0.00998003992015968  2  0.00998003992015968
419  some  3  0.013972055888223553  3  0.013972055888223553
420  something  1  0.005988023952095809  1  0.005988023952095809
421  somewhat  1  0.005988023952095809  1  0.005988023952095809
422  sorted  1  0.005988023952095809  1  0.005988023952095809
423  space  1  0.005988023952095809  1  0.005988023952095809
424  spamassassin  22  0.08982035928143713  22  0.08982035928143713
425  spool  1  0.005988023952095809  1  0.005988023952095809
426  stand  1  0.005988023952095809  1  0.005988023952095809
427  starts  1  0.005988023952095809  1  0.005988023952095809
428  sticky  2  0.00998003992015968  2  0.00998003992015968
429  still  1  0.005988023952095809  1  0.005988023952095809
430  stuff  1  0.005988023952095809  1  0.005988023952095809
431  style  1  0.005988023952095809  1  0.005988023952095809
432  subject  3  0.013972055888223553  3  0.013972055888223553
433  subscribe  1  0.005988023952095809  1  0.005988023952095809
434  such  1  0.005988023952095809  1  0.005988023952095809
435  sure  2  0.00998003992015968  2  0.00998003992015968
436  switch  1  0.005988023952095809  1  0.005988023952095809
437  syntax  1  0.005988023952095809  1  0.005988023952095809
438  t  7  0.029940119760479042  7  0.029940119760479042
439  taint  22  0.08982035928143713  22  0.08982035928143713
440  takes  1  0.005988023952095809  1  0.005988023952095809
441  tend  1  0.005988023952095809  1  0.005988023952095809
442  text  1  0.005988023952095809  1  0.005988023952095809
443  th  3  0.013972055888223553  3  0.013972055888223553
444  than  4  0.017964071856287425  4  0.017964071856287425
445  that  14  0.05788423153692615  14  0.05788423153692615
446  the  37  0.1497005988023952  37  0.1497005988023952
447  their  1  0.005988023952095809  1  0.005988023952095809
448  then  2  0.00998003992015968  2  0.00998003992015968
449  there  1  0.005988023952095809  1  0.005988023952095809
450  they  1  0.005988023952095809  1  0.005988023952095809
451  this  8  0.033932135728542916  8  0.033932135728542916
452  those  1  0.005988023952095809  1  0.005988023952095809
453  though  1  0.005988023952095809  1  0.005988023952095809
454  time  3  0.013972055888223553  3  0.013972055888223553
455  tkButtonUp  2  0.00998003992015968  2  0.00998003992015968
456  to  19  0.07784431137724551  19  0.07784431137724551
457  top  1  0.005988023952095809  1  0.005988023952095809
458  totalcount  2  0.00998003992015968  2  0.00998003992015968
459  tried  2  0.00998003992015968  2  0.00998003992015968
460  try  1  0.005988023952095809  1  0.005988023952095809
461  unseen  7  0.029940119760479042  7  0.029940119760479042
462  unsubscribe  1  0.005988023952095809  1  0.005988023952095809
463  unusual  1  0.005988023952095809  1  0.005988023952095809
464  up  1  0.005988023952095809  1  0.005988023952095809
465  updated  1  0.005988023952095809  1  0.005988023952095809
466  uplevel  4  0.017964071856287425  4  0.017964071856287425
467  urgent  1  0.005988023952095809  1  0.005988023952095809
468  us  1  0.005988023952095809  1  0.005988023952095809
469  use  3  0.013972055888223553  3  0.013972055888223553
470  used  2  0.00998003992015968  2  0.00998003992015968
471  useful  3  0.013972055888223553  3  0.013972055888223553
472  using  1  0.005988023952095809  1  0.005988023952095809
473  ve  2  0.00998003992015968  2  0.00998003992015968
474  very  2  0.00998003992015968  2  0.00998003992015968
475  vircio  3  0.013972055888223553  3  0.013972055888223553
476  visiting  1  0.005988023952095809  1  0.005988023952095809
477  w  1  0.005988023952095809  1  0.005988023952095809
478  wanting  1  0.005988023952095809  1  0.005988023952095809
479  was  1  0.005988023952095809  1  0.005988023952095809
480  way  2  0.00998003992015968  2  0.00998003992015968
481  week  1  0.005988023952095809  1  0.005988023952095809
482  well  1  0.005988023952095809  1  0.005988023952095809
483  what  2  0.00998003992015968  2  0.00998003992015968
484  when  5  0.021956087824351298  5  0.021956087824351298
485  which  7  0.029940119760479042  7  0.029940119760479042
486  while  3  0.013972055888223553  3  0.013972055888223553
487  who  1  0.005988023952095809  1  0.005988023952095809
488  wide  1  0.005988023952095809  1  0.005988023952095809
489  widen  1  0.005988023952095809  1  0.005988023952095809
490  widgets  1  0.005988023952095809  1  0.005988023952095809
491  width  1  0.005988023952095809  1  0.005988023952095809
492  will  2  0.00998003992015968  2  0.00998003992015968
493  window  8  0.033932135728542916  8  0.033932135728542916
494  with  17  0.06986027944111776  17  0.06986027944111776
495  within  25  0.10179640718562874  25  0.10179640718562874
496  workers  22  0.08982035928143713  22  0.08982035928143713
497  would  5  0.021956087824351298  5  0.021956087824351298
498  written  1  0.005988023952095809  1  0.005988023952095809
499  you  1  0.005988023952095809  1  0.005988023952095809
500  your  1  0.005988023952095809  1  0.005988023952095809
501  yyyy  1  0.005988023952095809  1  0.005988023952095809
